Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
2021,"Freddy Galvis","2 Tms",66,118,112,30,18,7,0,5,19,16,5,0,20,0,1,0,3,1,0,0.26785714,6609
2021,"Martin Maldonado","HOU",63,126,113,24,17,1,1,5,13,18,11,0,37,2,0,0,4,0,0,0.21238938,6887
2021,"Yadier Molina","STL",44,80,72,20,9,8,0,3,12,16,7,0,11,0,1,0,1,0,0,0.27777778,7007
2021,"Salvador Perez","KCR",93,184,172,52,30,4,0,18,29,36,8,1,40,3,1,0,5,0,0,0.30232558,7304
2021,"Miguel Rojas","MIA",72,163,142,45,29,12,0,4,21,18,17,0,18,3,1,0,2,4,1,0.31690141,7802
2021,"Charlie Blackmon","COL",89,158,136,39,32,4,0,3,21,18,19,0,25,3,0,0,0,2,0,0.28676471,7859
2021,"Josh Harrison","2 Tms",79,162,146,43,32,8,0,3,15,25,6,0,19,9,0,0,3,3,0,0.29452055,8202
2021,"Kurt Suzuki","LAA",52,110,99,24,16,3,0,5,7,9,4,0,17,6,0,1,5,0,0,0.24242424,8259
2021,"Donovan Solano","SFG",60,123,113,34,24,5,0,5,17,16,7,1,17,1,1,1,4,1,0,0.30088496,8623
2021,"Elvis Andrus","OAK",89,181,163,31,25,6,0,0,18,10,12,2,32,2,2,2,3,3,0,0.19018405,8709
2021,"Lorenzo Cain","MIL",41,78,68,14,9,4,0,1,15,12,10,0,11,0,0,0,2,7,1,0.20588235,9077
2021,"Buster Posey","SFG",62,119,106,39,24,9,0,6,23,18,12,5,22,0,1,0,5,0,0,0.36792453,9166
2021,"Paul Goldschmidt","STL",67,138,123,43,23,11,1,8,26,30,13,0,28,1,1,0,3,5,0,0.3495935,9218
2021,"Starling Marte","2 Tms",76,164,150,41,28,8,0,5,26,14,11,0,37,3,0,0,0,16,1,0.27333333,9241
2021,"AJ Pollock","LAD",70,139,125,36,22,7,0,7,22,17,12,3,26,2,0,0,1,3,1,0.288,9256
2021,"Evan Longoria","SFG",41,82,66,21,12,3,0,6,13,13,15,3,11,1,0,0,2,0,1,0.31818182,9368
2021,"Yan Gomes","2 Tms",54,125,121,38,22,9,0,7,20,22,2,0,25,1,1,0,3,0,0,0.31404959,9627
2021,"Christian Vazquez","BOS",76,160,151,33,24,7,0,2,18,12,7,0,29,0,2,0,6,1,0,0.21854305,9774
2021,"Nolan Arenado","STL",60,123,112,33,18,6,0,9,19,26,9,0,19,0,2,0,4,0,0,0.29464286,9777
2021,"Kyle Seager","SEA",103,234,219,48,26,9,0,13,22,32,13,0,64,0,2,0,3,2,1,0.21917808,9785
2021,"Andrew McCutchen","PHI",86,195,164,48,25,7,1,15,31,32,28,1,36,3,0,0,4,1,0,0.29268293,9847
2021,"DJ LeMahieu","NYY",98,213,188,50,41,7,0,2,22,18,23,1,22,0,2,0,7,0,1,0.26595745,9874
2021,"Brett Gardner","NYY",73,115,95,24,21,2,0,1,9,6,12,0,30,2,1,5,0,0,0,0.25263158,9927
2021,"Darin Ruf","SFG",68,140,113,32,16,6,1,9,17,21,24,2,28,2,1,0,4,1,0,0.28318584,9929
2021,"Wil Myers","SDP",73,140,118,32,19,9,0,4,20,11,21,2,32,0,1,0,3,4,2,0.27118644,10047
2021,"Max Stassi","LAA",42,77,67,13,7,4,0,2,9,7,10,0,25,0,0,0,1,0,0,0.19402985,10059
2021,"Jonathan Villar","NYM",82,157,146,41,31,7,0,3,19,9,11,0,43,0,0,0,2,5,4,0.28082192,10071
2021,"Jose Iglesias","2 Tms",81,157,148,44,31,8,1,4,19,17,9,0,22,0,0,0,5,0,1,0.2972973,10231
2021,"Randal Grichuk","TOR",76,148,138,34,19,9,0,6,18,18,8,0,25,1,1,0,7,0,0,0.24637681,10243
2021,"Brandon Belt","SFG",46,75,61,15,10,1,0,4,11,11,11,0,15,2,1,0,1,2,2,0.24590164,10264
2021,"Enrique Hernandez","BOS",93,233,196,51,27,13,1,10,31,25,31,0,41,2,4,0,1,0,0,0.26020408,10472
2021,"Cesar Hernandez","2 Tms",89,202,181,39,19,7,0,13,28,25,20,0,39,1,0,0,10,0,0,0.21546961,10556
2021,"Gio Urshela","NYY",67,139,133,39,25,9,1,4,13,13,4,0,37,1,1,0,5,1,0,0.29323308,10681
2021,"Jurickson Profar","SDP",56,90,78,12,8,3,0,1,9,6,10,0,15,0,1,0,4,1,1,0.15384615,10815
2021,"Andrelton Simmons","MIN",84,162,147,36,29,5,0,2,11,11,14,0,23,1,0,0,6,0,0,0.24489796,10847
2021,"Adam Duvall","2 Tms",71,142,129,23,12,5,0,6,13,24,13,1,48,0,0,0,0,0,0,0.17829457,10950
2021,"Phil Gosselin","LAA",74,157,142,39,32,5,0,2,15,15,13,0,23,2,0,0,2,2,1,0.27464789,10953
2021,"Kevin Kiermaier","TBR",68,122,112,30,23,5,2,0,12,11,7,0,36,3,0,0,1,3,0,0.26785714,11038
2021,"Jonathan Schoop","DET",84,196,177,59,40,10,0,9,25,33,15,0,40,1,3,0,5,1,0,0.33333333,11265
2021,"Whit Merrifield","KCR",86,196,181,50,33,14,0,3,30,18,11,1,24,1,3,0,3,18,0,0.27624309,11281
2021,"Jake Marisnick","2 Tms",56,90,81,21,13,4,2,2,10,11,5,0,28,2,2,0,2,2,1,0.25925926,11339
2021,"Jesus Aguilar","MIA",62,134,112,29,18,6,0,5,11,19,17,3,28,2,3,0,2,0,0,0.25892857,11342
2021,"Yasmani Grandal","CHW",53,96,64,17,11,0,0,6,18,16,29,0,21,0,2,1,3,0,0,0.265625,11368
2021,"Ronald Torreyes","PHI",60,126,116,33,24,6,0,3,13,17,9,1,16,1,0,0,2,0,0,0.28448276,11400
2021,"Gary Sanchez","NYY",66,130,113,26,11,7,0,8,22,19,16,1,30,1,0,0,0,0,0,0.2300885,11442
2021,"Mark Canha","OAK",90,210,181,40,23,9,1,7,30,23,23,0,41,6,0,0,4,6,2,0.22099448,11445
2021,"Odubel Herrera","PHI",78,153,139,35,23,9,0,3,17,12,6,0,26,5,1,1,2,2,0,0.25179856,11476
2021,"Christian Yelich","MIL",78,126,107,20,12,4,2,2,10,12,17,0,38,0,2,0,0,1,0,0.18691589,11477
2021,"Michael A. Taylor","KCR",82,152,139,41,31,6,0,4,16,21,11,0,44,0,1,1,2,4,4,0.29496403,11489
2021,"Manny Machado","SDP",83,163,134,33,19,9,0,5,24,14,27,4,20,1,1,0,2,0,2,0.24626866,11493
2021,"Bryce Harper","PHI",95,190,152,39,26,8,1,4,24,12,34,0,54,2,1,1,4,5,0,0.25657895,11579
2021,"Willson Contreras","CHC",58,132,116,33,20,5,0,8,21,23,14,1,33,0,2,0,3,2,1,0.28448276,11609
2021,"Elias Diaz","COL",65,135,120,29,17,6,0,6,14,13,15,1,27,0,0,0,2,0,0,0.24166667,11680
2021,"Nick Castellanos","CIN",78,155,144,44,23,11,0,10,24,28,10,2,32,1,0,0,1,2,0,0.30555556,11737
2021,"J.T. Realmuto","PHI",81,156,137,33,18,12,0,3,17,14,17,2,39,2,0,0,3,2,0,0.24087591,11739
2021,"Joc Pederson","2 Tms",65,112,98,26,19,5,0,2,9,17,10,0,25,3,1,0,3,0,0,0.26530612,11899
2021,"Hanser Alberto","KCR",70,127,119,34,20,10,2,2,12,15,4,0,12,2,1,1,1,2,1,0.28571429,11902
2021,"Jon Berti","MIA",57,104,87,14,9,3,0,2,12,6,16,0,24,0,1,0,2,1,3,0.16091954,12037
2021,"Niko Goodrum","DET",51,108,95,26,20,3,1,2,14,10,11,0,33,1,1,0,1,6,2,0.27368421,12092
2021,"Max Kepler","MIN",71,129,115,18,11,4,1,2,7,8,11,0,26,3,0,0,0,2,0,0.15652174,12144
2021,"Nick Ahmed","ARI",78,158,143,36,15,15,3,3,24,14,13,1,29,1,1,0,2,4,1,0.25174825,12147
2021,"Eddie Rosario","2 Tms",61,120,113,30,24,3,1,2,9,23,4,0,20,0,1,2,0,3,2,0.26548673,12155
2021,"Austin Barnes","LAD",46,73,66,14,10,1,0,3,10,6,4,0,19,2,0,1,1,1,0,0.21212121,12158
2021,"Ben Gamel","2 Tms",62,108,97,23,16,5,1,1,8,7,5,0,28,2,2,2,2,1,0,0.2371134,12160
2021,"Xander Bogaerts","BOS",99,213,183,52,37,8,0,7,34,30,28,1,45,0,2,0,3,0,1,0.28415301,12161
2021,"Miguel Sano","MIN",79,174,151,36,27,4,0,5,21,18,23,0,50,0,0,0,4,1,0,0.2384106,12164
2021,"Maikel Franco","BAL",63,131,121,24,13,9,0,2,15,13,7,0,25,1,2,0,3,0,0,0.19834711,12179
2021,"Jorge Alfaro","MIA",45,87,85,22,11,8,0,3,4,11,2,0,29,0,0,0,4,0,1,0.25882353,12180
2021,"Rougned Odor","NYY",55,111,97,22,14,2,0,6,14,12,10,0,26,4,0,0,2,0,0,0.22680412,12282
2021,"Kevin Pillar","NYM",67,125,121,29,19,4,0,6,12,11,2,0,26,1,1,0,0,0,1,0.23966942,12434
2021,"Kolten Wong","MIL",66,147,138,41,29,6,2,4,18,17,7,0,22,1,1,0,1,3,4,0.29710145,12532
2021,"Marcus Semien","TOR",92,195,177,43,24,8,1,10,26,30,17,0,43,1,0,0,1,2,0,0.24293785,12533
2021,"C.J. Cron","COL",78,150,132,41,21,12,0,8,22,30,15,2,34,3,0,0,1,1,0,0.31060606,12546
2021,"Eugenio Suarez","CIN",86,153,134,23,11,6,0,6,15,14,16,0,53,2,1,0,5,0,0,0.17164179,12552
2021,"Trevor Story","COL",78,161,145,43,18,13,3,9,33,27,13,0,30,2,1,0,1,2,2,0.29655172,12564
2021,"Brad Miller","PHI",57,80,77,13,8,1,0,4,10,13,3,0,32,0,0,0,2,2,0,0.16883117,12775
2021,"George Springer","TOR",45,93,78,22,12,4,1,5,12,13,12,0,26,2,0,0,0,2,1,0.28205128,12856
2021,"Brian Goodwin","CHW",38,66,59,8,8,0,0,0,1,6,5,0,18,0,1,1,0,0,0,0.13559322,12858
2021,"James McCann","NYM",75,128,113,29,20,5,0,4,6,19,13,0,34,1,1,0,4,1,0,0.25663717,12859
2021,"Anthony Rendon","LAA",37,80,67,13,8,3,0,2,6,8,12,1,9,0,1,0,7,0,0,0.19402985,12861
2021,"Gregory Polanco","PIT",63,106,93,16,13,3,0,0,8,9,8,0,36,1,4,0,5,3,1,0.17204301,12907
2021,"Francisco Lindor","NYM",81,164,146,35,23,5,2,5,22,16,15,1,22,0,0,3,4,4,2,0.23972603,12916
2021,"Brandon Nimmo","NYM",52,120,98,30,24,4,1,1,14,7,19,0,27,2,0,1,0,0,0,0.30612245,12927
2021,"Phillip Evans","PIT",38,74,62,15,13,1,0,1,7,6,10,1,15,2,0,0,0,1,0,0.24193548,12950
2021,"Austin Hedges","CLE",50,92,84,15,9,2,0,4,9,7,5,0,26,0,1,2,0,0,0,0.17857143,12976
2021,"Javier Baez","2 Tms",78,144,127,37,22,6,0,9,30,21,13,1,43,4,0,0,3,10,1,0.29133858,12979
2021,"Jackie Bradley Jr.","MIL",56,78,65,11,9,0,1,1,6,6,10,0,24,1,2,0,3,2,0,0.16923077,12984
2021,"Teoscar Hernandez","TOR",67,140,129,48,24,12,0,12,29,38,8,0,28,1,2,0,1,3,3,0.37209302,13066
2021,"Josh Bell","WSN",104,182,151,37,21,7,0,9,20,26,30,0,25,0,1,0,7,0,0,0.24503311,13145
2021,"Jorge Polanco","MIN",97,211,198,54,29,15,1,9,33,32,8,0,34,3,2,0,2,3,0,0.27272727,13152
2021,"Mike Zunino","TBR",65,129,114,39,13,8,2,16,26,30,14,0,36,1,0,0,2,0,0,0.34210526,13265
2021,"Max Muncy","LAD",80,160,134,37,21,4,1,11,22,27,20,1,26,6,0,0,3,0,0,0.2761194,13301
2021,"Omar Narvaez","MIL",54,72,66,10,8,1,0,1,6,7,4,0,16,2,0,0,2,0,0,0.15151515,13338
2021,"Tyler Naquin","CIN",51,70,61,12,10,1,0,1,7,6,8,0,18,1,0,0,1,2,2,0.19672131,13359
2021,"Stephen Piscotty","OAK",52,99,90,23,15,6,0,2,9,7,8,0,17,1,0,0,2,0,0,0.25555556,13367
2021,"Erik Gonzalez","PIT",42,73,68,20,16,2,0,2,5,12,5,0,11,0,0,0,1,0,2,0.29411765,13369
2021,"Christian Walker","ARI",73,142,121,29,20,9,0,0,19,9,18,1,27,2,1,0,3,0,0,0.23966942,13419
2021,"Tom Murphy","SEA",77,173,142,33,20,5,0,8,20,22,26,0,50,2,1,0,5,0,0,0.23239437,13499
2021,"Jose Ramirez","CLE",92,211,190,55,32,12,0,11,34,30,19,4,28,1,1,0,7,6,1,0.28947368,13510
2021,"Jesse Winker","CIN",63,118,102,18,13,2,0,3,13,15,15,0,28,1,0,0,2,0,0,0.17647059,13590
2021,"Jose Peraza","NYM",43,67,63,11,4,4,0,3,11,11,3,0,11,1,0,0,1,0,0,0.17460317,13593
2021,"Patrick Wisdom","CHC",68,118,103,23,10,5,0,8,18,15,15,1,52,0,0,0,1,1,0,0.22330097,13602
2021,"Mookie Betts","LAD",68,147,124,33,19,7,1,6,28,15,21,1,29,1,1,0,1,1,3,0.26612903,13611
2021,"Ketel Marte","ARI",54,115,106,41,20,13,0,8,22,23,7,3,14,2,0,0,3,0,0,0.38679245,13613
2021,"Carson Kelly","ARI",63,134,112,35,21,4,1,9,20,27,19,1,19,1,2,0,2,0,0,0.3125,13620
2021,"Jeimer Candelario","DET",74,173,161,44,26,14,1,3,24,16,10,0,38,2,0,0,4,0,0,0.27329193,13621
2021,"Corey Seager","LAD",60,124,115,38,25,7,0,6,13,22,6,0,27,2,1,0,4,0,1,0.33043478,13624
2021,"Tyrone Taylor","MIL",48,89,84,25,18,2,0,5,13,10,3,0,22,2,0,0,2,3,0,0.29761905,13675
2021,"Jacob Stallings","PIT",76,151,135,27,18,5,0,4,14,21,14,0,29,0,2,0,4,0,0,0.2,13723
2021,"David Dahl","TEX",32,64,59,6,4,2,0,0,2,2,3,0,20,1,1,0,1,0,0,0.10169492,13744
2021,"Chris Taylor","LAD",87,170,152,45,24,13,2,6,30,25,17,1,51,1,0,0,1,5,0,0.29605263,13757
2021,"Rob Refsnyder","MIN",29,64,56,17,14,2,0,1,7,5,8,0,14,0,0,0,1,0,0,0.30357143,13770
2021,"Kevin Plawecki","BOS",40,78,71,22,18,2,0,2,8,10,5,0,9,2,0,0,3,0,0,0.30985915,13807
2021,"Matt Duffy","CHC",51,102,89,24,20,4,0,0,18,5,11,0,15,2,0,0,5,4,0,0.26966292,13836
2021,"Joey Wendle","TBR",73,134,119,24,16,4,2,2,15,11,11,0,35,3,1,0,3,2,2,0.20168067,13853
2021,"Eric Haase","DET",56,127,120,34,19,4,0,11,21,25,6,0,38,0,1,0,5,1,0,0.28333333,14111
2021,"Joey Gallo","2 Tms",106,218,180,36,18,6,1,11,24,24,34,0,83,4,0,0,0,0,0,0.2,14128
2021,"Byron Buxton","MIN",34,86,80,26,12,9,0,5,18,6,4,0,22,2,0,0,0,3,0,0.325,14161
2021,"Carlos Correa","HOU",95,221,186,54,36,12,1,5,40,22,32,1,32,2,1,0,6,0,0,0.29032258,14162
2021,"Jorge Soler","2 Tms",75,168,143,32,15,5,0,12,20,16,22,0,42,2,0,0,0,0,0,0.22377622,14221
2021,"Mitch Haniger","SEA",99,229,203,58,33,8,1,16,42,35,21,2,52,1,4,0,5,1,0,0.28571429,14274
2021,"Wilmer Difo","PIT",47,67,64,15,12,3,0,0,5,2,3,0,20,0,0,0,2,0,0,0.234375,14320
2021,"Matt Olson","OAK",112,254,222,60,29,9,0,22,44,50,26,2,46,4,2,0,6,3,0,0.27027027,14344
2021,"Raimel Tapia","COL",78,138,130,38,31,7,0,0,17,10,6,0,17,0,1,1,2,4,3,0.29230769,14350
2021,"Lewis Brinson","MIA",51,96,90,23,14,5,0,4,6,12,6,0,26,0,0,0,2,1,0,0.25555556,14352
2021,"Harold Ramirez","CLE",62,126,118,34,20,12,0,2,13,12,7,0,19,1,0,0,4,0,0,0.28813559,14387
2021,"Pedro Severino","BAL",73,161,147,43,30,6,0,7,14,20,12,0,34,0,2,0,4,0,0,0.29251701,14523
2021,"Anthony Santander","BAL",74,157,148,38,24,10,0,4,20,12,7,0,49,1,1,0,3,0,0,0.25675676,14551
2021,"Franmil Reyes","CLE",70,146,127,33,18,6,0,9,21,22,18,3,43,1,0,0,3,2,0,0.25984252,14566
2021,"David Bote","CHC",56,100,89,19,10,4,1,4,9,16,9,0,25,1,1,0,1,0,1,0.21348315,14593
2021,"Manuel Margot","TBR",91,209,187,51,35,11,1,4,23,22,20,2,26,1,0,1,3,3,6,0.27272727,14712
2021,"Brett Phillips","TBR",47,84,73,8,6,1,0,1,4,3,9,0,41,0,0,2,2,3,0,0.10958904,14735
2021,"Yu Chang","CLE",62,132,124,28,16,6,2,4,12,18,6,0,36,1,1,0,2,0,0,0.22580645,14773
